local_compania,ano,origem_cacau,ingredientes,caracteristicas,percentagem_cacau,ID
U.K.,2020,Papua New Guinea,"3- B,S,C","smoke, fruit, ham, fatty",72%,1413
Colombia,2010,Blend,"5- B,S,C,V,L","very sweet, caramel, candy",46%,1414
Colombia,2010,Blend,"5- B,S,C,V,L","sticky, marshmallow, cocoa",60%,1415
Colombia,2010,Blend,"5- B,S,C,V,L","watered down coffee, cocoa",58%,1416
Colombia,2010,Colombia,"5- B,S,C,V,L","marshmallow, rich brownie",65%,1417
U.S.A.,2020,India,"3- B,S,C","deep cocoa, sl. pungent, sandy",72%,1418
U.S.A.,2020,Madagascar,"3- B,S,C","roasted pear, cocoa, sour",73%,1419
U.S.A.,2020,Tanzania,"3- B,S,C","fatty, dominant roast, spice",75%,1420
U.S.A.,2020,Uganda,"3- B,S,C","candied, sweet cocoa, roasty",68%,1421
U.S.A.,2020,Ivory Coast,"3- B,S,C","spice, coconut",67%,1422
U.S.A.,2019,Uganda,"3- B,S,C","gritty, roasty, rubbery",75%,1425
U.S.A.,2019,Ghana,"3- B,S,C","gritty, cocoa base, ashey",75%,1426
Madagascar,2008,Madagascar,"5- B,S,C,V,L","sandy, red berry, cocoa",67%,1427
Madagascar,2008,Madagascar,"5- B,S,C,V,L","sticky, bitter, nutty",75%,1428
Madagascar,2008,Madagascar,"5- B,S,C,V,L","sandy, woody, peanut butter",70%,1429
Madagascar,2008,Madagascar,"5- B,S,C,V,L","intense, nutty, cocoa",63%,1430
U.S.A.,2021,Colombia,"2- B,S","very sticky, nutty, woody",70%,1431
U.S.A.,2010,Mexico,"4- B,S,C,V","raisiny, chewy",72%,1432
U.S.A.,2011,Dominican Republic,"4- B,S,C,V","sandy, sweet, strong vanilla",70%,1433
U.S.A.,2011,Costa Rica,"4- B,S,C,V","sticky, strong vanilla, pepper",70%,1434
U.S.A.,2012,U.S.A.,"4- B,S,C,V","creamy, vanilla, rich fruit",70%,1435
U.S.A.,2012,U.S.A.,"4- B,S,C,V","creamy, burnt nuts, woody",70%,1436
U.S.A.,2012,U.S.A.,"4- B,S,C,V","vanilla, brownie, peanut",70%,1437
U.S.A.,2013,Puerto Rico,"4- B,S,C,V","intense vanilla, swiss miss",70%,1438
U.S.A.,2013,U.S.A.,"4- B,S,C,V","fatty, vanilla, candy-like",70%,1439
U.S.A.,2013,Mexico,"4- B,S,C,V","vanilla, earthy, caramel",70%,1440
U.S.A.,2013,Brazil,"4- B,S,C,V","strong vanilla, nut, coffee",70%,1441
U.S.A.,2017,Solomon Islands,"2- B,S","mild earthy, mild cocoa, nut",73%,1442
Italy,2008,Tanzania,"4- B,S,C,V","chalky, astringent, vanilla",75%,1443
Italy,2008,Ecuador,"4- B,S,V,L","creamy, nutty, mass market",70%,1444
Italy,2008,Cuba,"5- B,S,C,V,L","nutty, cooling sensation",70%,1445
Italy,2008,Dominican Republic,"5- B,S,C,V,L","creamy, hay, nutty",70%,1446
Italy,2010,Ecuador,"4- B,S,C,L","strong vanilla, some spice",70%,1447
Madagascar,2007,Madagascar,"4- B,S,C,L","cardboard, tea-like",75%,1448
Madagascar,2007,Madagascar,"4- B,S,C,L","creamy, sublte grape notes",73%,1449
Philippines,2013,Philippines,"5- B,S,C,V,L","sandy, sweet, cocoa",65%,1450
Thailand,2018,Thailand,"3- B,S*,C","gummy, smokey, hammy",70%,1451
U.S.A.,2009,U.S.A.,"5- B,S,C,V,L","sweet, vanilla, easter candy",55%,1452
U.S.A.,2010,U.S.A.,"5- B,S,C,V,L","creamy, crunchy, very sweet",55%,1453
Sweden,2016,Venezuela,"3- B,S,C","hammy, unrecognizable",70%,1454
U.S.A.,2012,Dominican Republic,"3- B,S,C","berry, nutty, sour",74%,1455
U.S.A.,2014,Peru,"3- B,S,C","rubber, off medicinal",74%,1456
U.S.A.,2014,Venezuela,"3- B,S,C","nutty, green",74%,1457
U.S.A.,2015,Ecuador,"2- B,S","soil, wet, off notes",74%,1458
Colombia,2014,Colombia,"4- B,S,C,L","muted, nutty",70%,1459
U.S.A.,2012,U.S.A.,"3- B,S,C","oily, tangy, fruit, earthy",72%,1460
U.S.A.,2012,Peru,"3- B,S,C","banana, menthol, medicinal",72%,1461
U.S.A.,2012,Liberia,"3- B,S,C","molassses, intense, off, herb",72%,1462
U.S.A.,2012,U.S.A.,"3- B,S,C","molasses, sweet, cocoa",72%,1463
U.S.A.,2013,U.S.A.,"3- B,S,C","orange, cocoa",72%,1464
U.S.A.,2015,Papua New Guinea,"3- B,S,C","smoke, fruit",72%,1465
U.S.A.,2015,Costa Rica,"3- B,S,C","dried fruit, balanced, cocoa",72%,1466
U.S.A.,2017,Peru,"3- B,S,C","sweet, fatty, fig",70%,1467
U.S.A.,2019,U.S.A.,"3- B,S,C","dried fruit,spicy,sticky,intense",70%,1468
Poland,2012,Dominican Republic,"2- B,S","chewy, brownie like",70%,1469
Poland,2012,Ecuador,"2- B,S","grits, roaste brownie",70%,1470
Poland,2012,Ghana,"2- B,S","cocoa, coconut",70%,1471
Poland,2014,Colombia,"2- B,S","coarse, intense, nutty",85%,1472
Poland,2014,Venezuela,"2- B,S","nutty, intense, roasty",70%,1473
Poland,2016,Peru,"3- B,S,C","nutty, roasty,",70%,1474
Poland,2016,Nicaragua,"3- B,S,C","basic, balanced, deep cocoa",70%,1475
U.S.A.,2015,Trinidad,"3- B,S,C","heavy roast, few grits, rich",70%,1476
U.S.A.,2015,Colombia,"3- B,S,C","roasty, coffee, rubber",75%,1477
U.S.A.,2015,Tanzania,"3- B,S,C","sweet, fatty, roasty",72%,1478
U.S.A.,2015,Dominican Republic,"3- B,S,C","fruity, tangy, cocoa",70%,1479
U.S.A.,2015,Peru,"3- B,S,C","delicate, caramel, peanut",62%,1480
U.S.A.,2015,Ecuador,"3- B,S,C","coarse, floral, rum",70%,1481
U.S.A.,2015,Nicaragua,"3- B,S,C","rich, bright fruit",70%,1482
U.S.A.,2015,Peru,"3- B,S,C","lemon, spicy, cocoa",68%,1483
U.S.A.,2015,Honduras,"3- B,S,C","grassy, woody, sweet",78%,1484
U.S.A.,2016,Vietnam,"3- B,S,C","intense, sour, tart",75%,1485
U.S.A.,2017,Vietnam,"2- B,S","earthy, tobacco, ashey",73%,1486
U.S.A.,2018,Blend,"3- B,S,C","off notes, rubbery, hammy",72%,1487
U.S.A.,2018,Mexico,"3- B,S,C","sweet, spicy, dirty",72%,1488
U.S.A.,2018,Dominican Republic,"3- B,S,C","complex, creamy, cherry",72%,1489
Peru,2016,Peru,"3- B,S,C","smokey, dirty, sour",70%,1490
Peru,2021,Peru,"3- B,S,C","smoked nuts, tang",80%,1491
Peru,2021,Peru,"3- B,S,C","mild orange, herbaceous",70%,1492
U.S.A.,2021,Mexico,"3- B,S,C","earthy, musty, sweet",72%,1493
U.S.A.,2021,Bolivia,"3- B,S,C","floral, earthy, acidic, harsh",72%,1494
U.S.A.,2021,Brazil,"3- B,S,C","delicate, nutty, butterscotch",72%,1495
Canada,2016,Blend,"2- B,S","earthy, coffee, roasty",75%,1496
U.S.A.,2018,Haiti,"2- B,S","dried fruit, woody, dirty",75%,1497
Vietnam,2012,Vietnam,"3- B,S,C","creamy, fatty, black pepper",80%,1498
Vietnam,2012,Vietnam,"3- B,S,C",citrus,76%,1499
Vietnam,2012,Vietnam,"3- B,S,C","roasty, coffee",72%,1500
Vietnam,2012,Vietnam,"3- B,S,C","cocoa, spice, late sour",70%,1501
Vietnam,2012,Vietnam,"3- B,S,C","sticky, pepper, cinamon, rich",78%,1502
Vietnam,2012,Vietnam,"3- B,S,C","melon, roasty",74%,1503
Vietnam,2013,Vietnam,"3- B,S,C","fatty, heavy roast, nutty",75%,1504
Vietnam,2015,Vietnam,"2- B,S","long, mild honey, rich cocoa",85%,1505
Vietnam,2015,Vietnam,"2- B,S","roasty, rich, coffee, nut",68%,1506
Vietnam,2015,Vietnam,"2- B,S",spicy and fragrant,70%,1507
Vietnam,2018,Vietnam,"3- B,S,C","fatty, roasty, nutty",75%,1508
U.S.A.,2013,Dominican Republic,"4- B,S,C,V","waxy, rubber, medicinal",74%,1513
U.S.A.,2013,Dominican Republic,"4- B,S,C,V","fatty, rubber, medicinal",89%,1514
Austria,2016,Bolivia,"3- B,S,C","sticky, pungent, off note",76%,1515
Austria,2016,Haiti,"3- B,S,C","sandy, earthy, sweet edge",82%,1516
Austria,2016,Colombia,"3- B,S,C","sandy, mild floral, mild nutty",74%,1517
U.S.A.,2010,Venezuela,"2- B,S","sticky, woody, musty",81%,1518
U.S.A.,2010,Venezuela,"2- B,S","dry, sticky, nutty, earthy",75%,1519
U.S.A.,2010,Dominican Republic,"2- B,S","sticky, earthy, coffee",70%,1520
U.S.A.,2011,Venezuela,"2- B,S","gritty, high astringent, sour",81%,1521
U.S.A.,2011,Papua New Guinea,"2- B,S","gritty, sticky, smoke,hammy",71%,1522
U.S.A.,2011,Venezuela,"2- B,S","sandy, strawberry, sour",76%,1523
U.S.A.,2011,Venezuela,"2- B,S","dry, sandy, intense, berry",70%,1524
U.S.A.,2011,Peru,"2- B,S","orange,lemon,coffee ground",75%,1525
U.S.A.,2011,Dominican Republic,"2- B,S","dry, gritty, red berry, coffee",73%,1526
U.S.A.,2011,Blend,"2- B,S","rich cocoa, coffee, roasty",72%,1527
U.S.A.,2011,Belize,"2- B,S","gritty, tangy, cocoa",70%,1528
U.S.A.,2011,Dominican Republic,"2- B,S","gritty, raspberry, sour",74%,1529
U.S.A.,2012,Blend,"2- B,S","gritty, overly tart, sour",72%,1530
U.S.A.,2012,Venezuela,"2- B,S","gritty, sour, sweet",73%,1531
U.S.A.,2012,Blend,"2- B,S","gritty, fruit, tart, rich",73%,1532
U.S.A.,2014,Blend,"2- B,S","tart, deep choco",75%,1533
U.S.A.,2015,Guatemala,"2- B,S","mild bitter, citrus, intense",76%,1534
U.S.A.,2015,Tanzania,"2- B,S","green, vegetal, mild spice",74%,1535
Australia,2013,Vanuatu,"3- B,S,C","sticky, butterscotch, nutty",72%,1536
Australia,2013,Blend,"3- B,S,C","nutty, fruity, spicy",70%,1537
Australia,2013,Madagascar,"3- B,S,C","sticky, red fruit",68%,1538
Australia,2013,Papua New Guinea,"3- B,S,C","creamy, grassy, smoke, nut",74%,1539
U.S.A.,2021,U.S.A.,"3- B,S,C","sweet, banana, mild sour orange",70%,1540
U.S.A.,2014,Belize,"2- B,S","heavy roast, smoke",70%,1541
U.S.A.,2014,Dominican Republic,"2- B,S","roasty, coffee",70%,1542
U.S.A.,2014,Peru,"2- B,S","intense, burnt, bitter, spice",82%,1543
U.S.A.,2014,Peru,"3- B,S,C","sweet, cherry, cream, raisin",63%,1544
U.S.A.,2020,U.S.A.,"3- B,S,C","nutty, cheese, savory",70%,1545
U.S.A.,2020,Vietnam,"3- B,S,C","roasty, hammy, dirty",75%,1546
U.S.A.,2020,Madagascar,"3- B,S,C","sweet edge, sour fruit",65%,1547
U.S.A.,2016,Dominican Republic,"2- B,S","gritty, sweet, earthy",72%,1548
Canada,2020,Guatemala,"3- B,S,C","musty, woody, rubbery, roasty",70%,1549
Canada,2020,Belize,"3- B,S,C","cocoa, strawberry",70%,1550
U.S.A.,2014,Bolivia,"2- B,S","pungent, off",70%,1551
U.S.A.,2014,Venezuela,"2- B,S","molasses, sweet, choco",70%,1552
U.S.A.,2014,Belize,"2- B,S","spicy, metallic, molasses",70%,1553
U.S.A.,2014,Nicaragua,"2- B,S","fatty, sligthly bland, earthy",70%,1554
U.S.A.,2014,Dominican Republic,"2- B,S","high roast, nutty, deep choco",70%,1555
Denmark,2019,Ecuador,"2- B,S*","floral, earthy, bitter",85%,1556
Denmark,2019,Dominican Republic,"2- B,S*","dry, floral, dirty, coconut",70%,1557
Denmark,2019,Philippines,"2- B,S*","smooth, coconut, cocoa",70%,1558
Denmark,2019,Tanzania,"2- B,S*","creamy, coconut, cocoa",70%,1559
Madagascar,2012,Madagascar,"4- B,S,C,L","sticky, tart, slight burnt",80%,1560
Madagascar,2012,Madagascar,"4- B,S,C,L","uneven, smokey, hammy",72%,1561
Honduras,2014,Honduras,"3- B,S,C","intense, ham, butterscotch",80%,1562
Honduras,2014,Nicaragua,"3- B,S,C","acidic, pomegrant, brownie",70%,1563
Honduras,2014,Honduras,"3- B,S,C","intense, grassy, spicy, rich",70%,1564
Honduras,2014,Nicaragua,"3- B,S,C","dried fruit, rich cocoa",80%,1565
Honduras,2015,El Salvador,"3- B,S,C","fatty, bitter, woody, roasty",80%,1566
Honduras,2015,El Salvador,"3- B,S,C","dairy, caramel",70%,1567
Brazil,2018,Brazil,"3- B,S,C","earthy, floral, rubbery",75%,1568
Sweden,2014,Brazil,"3- B,S,C","fatty, creamy, olive",70%,1569
Sweden,2014,Madagascar,"3- B,S,C","creamy, fatty, mild cherry",72%,1570
Australia,2018,Solomon Islands,"3- B,S,C","roasty/smokey, high acidity",72%,1571
Australia,2018,Solomon Islands,"3- B,S,C","dried fruit, mild hammy",67%,1572
Amsterdam,2015,Blend,"3- B,S,V","accesible, simple cocoa note",70%,1573
Germany,2018,Peru,"3- B,S,C","grape, mild smoke, sandy",70%,1574
France,2006,Blend,"4- B,S,C,V","sweet, crisp nibs",60%,1575
France,2006,Blend,"4- B,S,C,V",bitter coffee flavor,85%,1576
France,2006,Blend,"4- B,S,C,V","smooth, bold, bitter",99%,1577
France,2006,Sao Tome,"4- B,S,C,V","creamy, licorice, herbs",70%,1578
France,2006,Dominican Republic,"4- B,S,C,V","creamy, raisins, licorice",67%,1579
France,2006,Madagascar,"4- B,S,C,V","grapefruit, spices",65%,1580
France,2006,Papua New Guinea,"4- B,S,C,V",tropical fruit and mild smoke,64%,1581
France,2007,Venezuela,"4- B,S,C,V","cocoa, orange",66%,1582
France,2007,Sao Tome,"4- B,S,C,V","creamy, smoke, raspberry",67%,1583
France,2012,Mexico,"4- B,S,C,V","raisins, melon",66%,1584
France,2017,Colombia,"4- B,S,C,V","sandy, earthy, fatty",69%,1585
France,2019,Brazil,"4- B,S,C,V","sandy, grits, nutty, vanilla",70%,1586
France,2019,Guatemala,"4- B,S,C,V","dairy, cocoa, fatty, apple",70%,1587
U.S.A.,2012,Blend,"4- B,S*,C,Sa","chemical, salt, wtf",65%,1588
U.S.A.,2012,Bolivia,"4- B,S*,C,Sa","sticky, cardboard,why bother",75%,1589
U.S.A.,2012,Indonesia,"4- B,S*,C,Sa","leather, salt",70%,1590
U.S.A.,2013,Dominican Republic,"3- B,S*,Sa","molassses, palm, spicy",75%,1591
U.S.A.,2013,Belize,"4- B,S,C,Sa","strawberry, cream, spice",80%,1592
U.S.A.,2015,Tanzania,"3- B,S,C","banana, melon, fatty",75%,1593
U.S.A.,2015,Belize,"3- B,S,C","woody, lemon, mild bitter",80%,1594
U.S.A.,2015,Trinidad,"3- B,S,C","black pepper, dairy",70%,1595
U.S.A.,2015,Nicaragua,"3- B,S,C","rum, herbal, rich",70%,1596
U.S.A.,2015,Dominican Republic,"3- B,S,C","spicy, rich, mint",75%,1597
U.S.A.,2015,Venezuela,"3- B,S,C","nutty, grassy, woody",75%,1598
Belgium,2018,Dominican Republic,"3- B,S,C","fatty, simple",70%,1599
Belgium,2018,India,"3- B,S,C","candy spices, sweet",70%,1600
Belgium,2018,Peru,"3- B,S,C","complex, true to origin",70%,1601
Belgium,2018,Belize,"3- B,S,C","grape, cocoa",70%,1602
U.S.A.,2012,Ecuador,"4- B,S,C,V","wine, brownie batter",70%,1603
U.S.A.,2013,Ecuador,"4- B,S,C,V","unrefined, burnt nuts, vanilla",70%,1604
Belgium,2019,Ecuador,"3- B,S,C","sandy, nutmeg, astringent",70%,1605
Belgium,2019,India,"3- B,S,C","dry, sandy, empty, sweet",74%,1606
Belgium,2019,Brazil,"3- B,S,C","dry, sandy, dirt, empty",76%,1607
Belgium,2021,Panama,"3- B,S,C","sandy, green, grassy, harsh",75%,1608
Belgium,2021,India,"3- B,S,C","unripe fruit, sour, watery",74%,1609
Belgium,2021,Tanzania,"3- B,S,C","sandy, bitter, sour fruit",90%,1610
Japan,2018,Brazil,"2- B,S","intense, sour, hammy",70%,1611
Japan,2018,Vietnam,"2- B,S","cocounut, late sour",70%,1612
Japan,2018,Madagascar,"2- B,S","cocoa, mild pear, sticky",70%,1613
Japan,2018,Peru,"2- B,S","grape, thick, chewy",70%,1614
U.S.A.,2010,Ecuador,"3- B,S,C","dry, coffee notes from roaster",77%,1615
U.S.A.,2019,Ecuador,"3- B,S,C","sandy, harsh, floral",67%,1616
Japan,2016,Haiti,"2- B,S","gritty, sweet, earty",70%,1617
U.A.E.,2017,Papua New Guinea,"2- B,S","few grits, intense smoke",72%,1618
U.A.E.,2017,Madagascar,"2- B,S","tangy, roasty, ham",72%,1619
U.A.E.,2017,India,"3- B,S,C","sweet, licoric",65%,1620
U.A.E.,2017,Vietnam,"2- B,S","slight grainy, roasty, spicy",65%,1621
U.A.E.,2019,Tanzania,"3- B,S,C","complex, fruit, nut, rich",72%,1622
Czech Republic,2020,Vietnam,"3- B,S,C","sour fig, cocoa, creamy, fatty",70%,1623
Brazil,2015,Brazil,"2- B,S","coarse, smokey, citrus",70%,1624
Brazil,2016,Brazil,"2- B,S","sticky, blackberry, acidic",75%,1625
Brazil,2019,Puerto Rico,"3- B,S,C","powdery, intense, floral",70%,1626
U.S.A.,2010,Belize,"3- B,S,C","rough, sweet, dairy, vanilla",67%,1628
U.S.A.,2013,Belize,"3- B,S,C","strawberry, blueberry",72%,1629
U.S.A.,2013,Belize,"3- B,S,C",basic cocoa,73%,1630
U.S.A.,2018,Brazil,"3- B,S,C","dirty, rubbery, spicy",72%,1631
U.S.A.,2018,Cameroon,"2- B,S",earthy,68%,1632
U.S.A.,2019,Sierra Leone,"3- B,S,C","roasty, honey, sweet",72%,1633
U.S.A.,2019,Dominican Republic,"2- B,S","dark berry, earthy",70%,1634
U.S.A.,2019,Tanzania,"2- B,S","cocoa, fig, classic",72%,1635
U.S.A.,2021,Madagascar,"3- B,S,C","creamy, off note, rubbery, petro",70%,1636
U.S.A.,2021,Dominican Republic,"3- B,S,C","dark fruit, slight harsh molasses",70%,1637
U.S.A.,2015,Indonesia,"2- B,S","intense, smokey, floral",70%,1638
U.S.A.,2015,Dominican Republic,"2- B,S","overly intense, tart, red fruit",70%,1639
U.S.A.,2015,Peru,"2- B,S","dry, nutty, fruity",70%,1640
Nicaragua,2011,Nicaragua,"2- B,S","unrefined, hay, sweet",70%,1641
Nicaragua,2011,Nicaragua,"2- B,S","unrefined, bright berry, sweet",70%,1642
Nicaragua,2018,Nicaragua,"3- B,S,C","fatty, floral, spicy",70%,1643
Canada,2016,Dominican Republic,"2- B,S","earthy, spicy, cocoa",72%,1644
Canada,2021,Philippines,"3- B,S,C","black tea, floral",76%,1645
U.S.A.,2018,Mexico,"3- B,S,C","chalky, powdery, molasses",70%,1647
U.S.A.,2021,Peru,"3- B,S,C","licorice, cocoa",72%,1648
U.S.A.,2021,Ecuador,"2- B,S","intense, floral, cocoa,long lasting",75%,1649
Mexico,2020,Mexico,"3- B,S,C","light color, spicy, sweet, sour",70%,1653
U.S.A.,2015,Nicaragua,"3- B,S,C","grassy, spicy, sweet",70%,1654
U.S.A.,2015,Nicaragua,"3- B,S,C","sweet, rich",80%,1655
Japan,2018,Venezuela,"2- B,S","Fruity, Roasty",70%,1656
U.S.A.,2016,Dominican Republic,"2- B,S","gritty, sweet, earthy",71%,1657
U.S.A.,2016,Tanzania,"2- B,S","dry, earthy, atypical",68%,1658
U.S.A.,2016,Madagascar,"2- B,S","sweet, molasses, gritty",68%,1659
U.S.A.,2016,Vietnam,"2- B,S","gritty, tart, molasses",80%,1660
Costa Rica,2013,Costa Rica,"3- B,S,C","too sweet, earthy, off notes",58%,1661
Costa Rica,2013,Costa Rica,"3- B,S,C","earthy, spicy, cocoa",70%,1662
Lithuania,2012,Grenada,"4- B,S,C,V","sandy, oranges",71%,1663
Lithuania,2013,Blend,"4- B,S,C,L","sandy, floral, spice, roasty",70%,1664
Lithuania,2013,Peru,"4- B,S,C,L","orange, floral, caramel",78%,1665
Lithuania,2014,Venezuela,"4- B,S,C,L","coarse, sweet, minty",75%,1666
Lithuania,2014,Venezuela,"4- B,S,C,L","coarse, sweet",70%,1667
Lithuania,2014,Nicaragua,"4- B,S,C,L","sandy, intense, tropical fruit",70%,1668
Lithuania,2019,Nicaragua,"3- B,S,C","strong, rubbery, woody, sweet",67%,1669
Lithuania,2019,El Salvador,"3- B,S,C","bold, savory, creamy",70%,1670
U.S.A.,2014,Peru,"2- B,S","metallic, medicinal, pungent",72%,1672
U.S.A.,2014,Dominican Republic,"2- B,S*","grassy, dirt, mild spice",70%,1673
U.S.A.,2014,Madagascar,"2- B,S","intense, pungent, sour fruit",73.5%,1674
U.S.A.,2014,Ghana,"3- B,S,C","brownie, toffee",70%,1675
Ireland,2018,Dominican Republic,"2- B,S","dry, sandy, sweet, acidic",70%,1676
Belgium,2006,Blend,"5- B,S,C,V,L","non descript, poor aftertaste",73%,1677
Belgium,2006,Sao Tome,"5- B,S,C,V,L","grassy, earthy, burnt",75%,1678
Belgium,2006,Venezuela,"5- B,S,C,V,L","pastey, complex, coffee,vanilla",71%,1679
Belgium,2007,Blend,"5- B,S,C,V,L","pastey, strong off flavor",73%,1680
Belgium,2008,Trinidad,"5- B,S,C,V,L","complex, intense banana",67%,1681
Belgium,2010,Papua New Guinea,"5- B,S,C,V,L","gritty, vanilla, non-descript",70%,1682
U.S.A.,2015,Venezuela,"2- B,S","molasses, nut, roasty, bitter",72%,1683
U.S.A.,2015,Dominican Republic,"2- B,S","molasses, rum, tea",72%,1684
U.S.A.,2015,Madagascar,"2- B,S","molasses, bright fruit",72%,1685
U.S.A.,2015,Peru,"2- B,S","molasses, malt, raisin",72%,1686
U.S.A.,2018,Brazil,"2- B,S",notes from sugar,72%,1687
U.S.A.,2013,Peru,"3- B,S,C","spicy, red fruit, raisins",75%,1688
U.S.A.,2013,Ecuador,"3- B,S,C","single note, spicy",75%,1689
Ecuador,2019,Ecuador,"3- B,S,C","floral, cocoa, creamy",72%,1690
Peru,2018,Peru,"3- B,S,C","pungent, grape, sour",70%,1691
U.S.A.,2018,Vietnam,"3- B,S,C","spicy, vanilla, sweet",72%,1692
U.S.A.,2018,Tanzania,"3- B,S,C","sweet, melon notes",72%,1693
U.S.A.,2018,Dominican Republic,"3- B,S,C","basic cocoa, sour ending",72%,1694
U.S.A.,2019,Fiji,"3- B,S,C","sour, rubbery, off",74%,1695
U.S.A.,2019,Colombia,"3- B,S,C","strong base cocoa, rubber",72%,1696
U.S.A.,2014,Ghana,"4- B,S*,V,L","nutty, high roast, spice",75%,1697
U.S.A.,2014,Belize,"4- B,S*,V,L","coconut, mild metallic",75%,1698
U.S.A.,2014,Peru,"4- B,S*,V,L","roasty, mild orange",75%,1699
Nicaragua,2012,Nicaragua,"2- B,S","fatty, honey, earthy",75%,1702
Nicaragua,2012,Nicaragua,"2- B,S","woody, coffee,roasted cherry",70%,1703
Nicaragua,2012,Ecuador,"2- B,S","sandy, strawberries",80%,1704
U.S.A.,2015,Ecuador,"2- B,S","earthy, roasted nuts",70%,1705
U.S.A.,2015,Venezuela,"2- B,S","intense, slightly burnt",70%,1706
U.S.A.,2015,Madagascar,"2- B,S","fruity, sour, high astringent",70%,1707
U.S.A.,2015,Ghana,"2- B,S","rich, cherry, smoke, cocoa",70%,1708
U.S.A.,2015,Dominican Republic,"2- B,S","rich, mild smoke, red fruit",70%,1709
U.S.A.,2020,Nigeria,"3- B,S,C","cocoa, nut, dried fruit, rubbery",70%,1710
U.S.A.,2020,Vietnam,"3- B,S,C","spicy, cocoa, hammy",70%,1711
Brazil,2016,Brazil,"3- B,S,C","nutty, banana, cocoa",70%,1712
U.S.A.,2010,Jamaica,"5- B,S,C,V,L","grassy, vanilla, burnt",70%,1713
Chile,2015,Peru,"2- B,S","creamy, roasty, mild grape",70%,1714
Chile,2019,Peru,"2- B,S","intense grapes, sweet cocoa",70%,1715
Scotland,2015,Congo,"3- B,S,C","melon, earthy, tobacco",70%,1716
Scotland,2015,Peru,"3- B,S,C","peanut butter, raspberry",75%,1717
New Zealand,2014,Papua New Guinea,"2- B,S","smoke, sour fruit, hammy",66%,1718
New Zealand,2014,Papua New Guinea,"2- B,S","smoke, sour fruit, hammy",70%,1719
New Zealand,2014,Papua New Guinea,"2- B,S","intense, bitter, sour, smokey",88%,1720
New Zealand,2014,Papua New Guinea,"2- B,S","smokey, intense, coffee",74%,1721
New Zealand,2016,Samoa,1- B,"bitter, intense, nutty",100%,1722
New Zealand,2016,Samoa,"2- B,S","cocoa, roasty, nutty",70%,1723
U.S.A.,2020,Guatemala,"2- B,S","damp woody, leather, cocoa",70%,1724
U.S.A.,2020,Tanzania,"2- B,S","sour banana, muted",70%,1725
U.S.A.,2020,Uganda,"2- B,S","dominant hazelnut, fudge",70%,1726
U.S.A.,2020,India,"2- B,S","intense tart, sourness",70%,1727
U.S.A.,2020,Colombia,"2- B,S","walnut, tobacco, grassy",70%,1728
U.S.A.,2020,Bolivia,"2- B,S","silky smooth, cherry, cocoa",70%,1729
U.S.A.,2020,Vietnam,"2- B,S","complex,cranberry,malt, vanilla",70%,1730
U.S.A.,2021,Blend,1- B,"sharp fruit, intense, sl. Sour",100%,1731
U.S.A.,2021,Venezuela,"2- B,S","berries, burnt, rubbery, off",80%,1732
U.S.A.,2021,U.S.A.,"2- B,S","burnt fudge, nutty",70%,1733
U.S.A.,2021,Peru,"2- B,S","deep cocoa, cherry, slight ashy",70%,1734
U.S.A.,2021,Venezuela,"2- B,S","strong start, fruity, acidic",70%,1735
U.S.A.,2021,Haiti,"2- B,S","blackberry, tang",70%,1736
U.S.A.,2015,Trinidad,"3- B,S,C","off notes, sour, roasty",70%,1737
U.S.A.,2015,Tanzania,"3- B,S,C","sweet,sandy, fruit, pungent",70%,1738
Germany,2011,Bolivia,"2- B,S","rich cocoa, one dimensional",70%,1739
Germany,2018,Brazil,"3- B,S,C","creamy, cherry, acidic",78%,1740
U.S.A.,2009,Blend,"3- B,S,C","sandy, cheese, sour",67%,1741
U.S.A.,2009,Blend,"3- B,S,C","fatty,cheese, musty",75%,1742
U.S.A.,2010,Dominican Republic,"3- B,S,C","earthy, cheesy",72%,1743
U.S.A.,2010,Ghana,"3- B,S,C","gritty, simple cocoa, burnt",72%,1744
Canada,2011,Blend,"5- B,S,C,V,L","intense, medicinal, leathery",76%,1745
Canada,2011,Blend,"5- B,S,C,V,L","rubber, cocoa, bitter",76%,1746
Canada,2011,Blend,"5- B,S,C,V,L","creamy, medicinal, mint, bitter",85%,1747
Canada,2011,Blend,"5- B,S,C,V,L","sticky, berry, bitter",85%,1748
Ghana,2011,Ghana,"4- B,S,C,L","grits, strong vanilla, brownie",80%,1749
Iceland,2014,Papua New Guinea,"3- B,S,C",intensely smokey,70%,1750
Iceland,2014,Madagascar,"3- B,S,C","red berry, mild molasses",66%,1751
Iceland,2016,Tanzania,"3- B,S,C","sweet, dried fruit, gateway",70%,1752
Iceland,2018,Nicaragua,"3- B,S,C","intense spice, coarse",73%,1753
U.S.A.,2020,Madagascar,"2- B,S","sweet, tart, raisin, sour ending",70%,1754
U.S.A.,2020,Vietnam,"2- B,S","roast dominates,spicy,astringent",70%,1755
U.S.A.,2020,Tanzania,"2- B,S","sweet edge, dried fruit, lemon",70%,1756
Switzerland,2021,Colombia,"3- B,S,C","burnt honey, rubbery",75%,1757
Switzerland,2021,Peru,"3- B,S,C","caramel, honey, roasty",70%,1758
Switzerland,2021,Peru,"3- B,S,C","grape, punchy, deep cocoa",75%,1759
Switzerland,2021,Madagascar,"3- B,S,C","tart, green apple, rich",75%,1760
